代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股)
000300.SH,沪深300,2011/2/21,3192.146,3258.28,3189.848,3257.908,7939977600
000300.SH,沪深300,2011/2/22,3267.615,3269.048,3161.833,3163.578,10786374100
000300.SH,沪深300,2011/2/23,3152.441,3182.185,3145.986,3174.742,7132485400
000300.SH,沪深300,2011/2/24,3170.236,3195.688,3157.969,3190.935,6648689300
000300.SH,沪深300,2011/2/25,3190.872,3213.792,3159.847,3197.617,6161927500
000300.SH,沪深300,2011/2/28,3200.677,3241.597,3178.831,3239.559,7663066300
000300.SH,沪深300,2011/3/1,3241.714,3273.511,3235.754,3254.893,8856695400
000300.SH,沪深300,2011/3/2,3237.116,3257.419,3202.833,3243.298,8091064100
000300.SH,沪深300,2011/3/3,3248.156,3271.64,3221.038,3221.718,10121999700
000300.SH,沪深300,2011/3/4,3223.507,3273.658,3217.477,3270.666,8001391500
000300.SH,沪深300,2011/3/7,3287.405,3337.466,3287.405,3334.51,11818719700
000300.SH,沪深300,2011/3/8,3335.71,3342.711,3311.722,3337.457,8487865500
000300.SH,沪深300,2011/3/9,3344.1,3355.487,3322.698,3338.858,7802636100
000300.SH,沪深300,2011/3/10,3330.444,3330.444,3279.33,3280.259,7821264200
000300.SH,沪深300,2011/3/11,3263.081,3290.7,3240.181,3247.376,6720833500
000300.SH,沪深300,2011/3/14,3238.905,3263.906,3230.114,3262.92,6368978300
000300.SH,沪深300,2011/3/15,3250.595,3250.595,3147.957,3203.961,9603397900
000300.SH,沪深300,2011/3/16,3204.919,3250.878,3202.931,3248.195,7885952000
000300.SH,沪深300,2011/3/17,3216.288,3240.381,3185.084,3197.1,8568711400
000300.SH,沪深300,2011/3/18,3228.915,3239.963,3205.144,3215.685,6134016100
000300.SH,沪深300,2011/3/21,3220.677,3236.279,3194.145,3207.11,5910503700
000300.SH,沪深300,2011/3/22,3217.8,3227.797,3175.93,3222.961,5724868400
000300.SH,沪深300,2011/3/23,3222.325,3267.004,3216.653,3264.926,7207758500
000300.SH,沪深300,2011/3/24,3269.575,3273.37,3250.023,3251.361,6130424400
000300.SH,沪深300,2011/3/25,3256.179,3304.264,3254.683,3294.484,8689597900
000300.SH,沪深300,2011/3/28,3307.405,3328.07,3286.856,3290.571,9768430000
000300.SH,沪深300,2011/3/29,3288.564,3309.199,3256.337,3257.979,10528016400
000300.SH,沪深300,2011/3/30,3256.722,3274.977,3233.109,3256.08,7833633700
000300.SH,沪深300,2011/3/31,3257.164,3264.956,3210.174,3223.288,6450388000
000300.SH,沪深300,2011/4/1,3227.564,3272.768,3220.911,3272.729,6309472200
000300.SH,沪深300,2011/4/6,3269.19,3315.299,3268.765,3311.067,10582367400
000300.SH,沪深300,2011/4/7,3313.467,3330.805,3302.818,3324.419,8468176200
000300.SH,沪深300,2011/4/8,3321.54,3353.889,3314.089,3353.358,7392921000
000300.SH,沪深300,2011/4/11,3363.37,3380.527,3331.174,3333.427,10442054500
000300.SH,沪深300,2011/4/12,3324.754,3350.156,3307.476,3326.771,10193850600
000300.SH,沪深300,2011/4/13,3311.324,3372.031,3296.507,3372.031,8703633800
000300.SH,沪深300,2011/4/14,3374.324,3378.703,3347.488,3353.56,8897224100
000300.SH,沪深300,2011/4/15,3345.134,3378.106,3323.563,3358.944,7851487400
000300.SH,沪深300,2011/4/18,3346.149,3372.9,3335.599,3359.438,8658262400
000300.SH,沪深300,2011/4/19,3334.912,3334.912,3290.736,3295.812,8510693300
000300.SH,沪深300,2011/4/20,3300.418,3311.725,3281.827,3295.758,7234331800
000300.SH,沪深300,2011/4/21,3312.271,3330.244,3301.936,3317.367,7324042400
000300.SH,沪深300,2011/4/22,3317.083,3325.459,3291.638,3299.942,6717145500
000300.SH,沪深300,2011/4/25,3292.48,3292.48,3247.691,3249.574,7442182900
000300.SH,沪深300,2011/4/26,3242.529,3257.8,3216.21,3230.96,5909641700
000300.SH,沪深300,2011/4/27,3242.619,3256.413,3189.04,3209.503,6244356700
000300.SH,沪深300,2011/4/28,3224.413,3237.192,3160.406,3161.776,6505023500
000300.SH,沪深300,2011/4/29,3161.158,3193.599,3147.137,3192.723,5368306500
000300.SH,沪深300,2011/5/3,3192.845,3212.055,3164.926,3211.132,5499891000
000300.SH,沪深300,2011/5/4,3192.844,3193.446,3120.961,3129.028,6671634000
000300.SH,沪深300,2011/5/5,3115.003,3136.897,3105.854,3126.117,5256774700
000300.SH,沪深300,2011/5/6,3093.809,3141.683,3083.908,3121.396,5535218600
000300.SH,沪深300,2011/5/9,3126.26,3149.937,3118.141,3129.759,4602740400
000300.SH,沪深300,2011/5/10,3135.146,3153.301,3121.746,3153.221,4093299500
000300.SH,沪深300,2011/5/11,3153.648,3164.65,3127.494,3145.085,4768853300
000300.SH,沪深300,2011/5/12,3123.158,3142.397,3101.136,3101.603,4879950100
000300.SH,沪深300,2011/5/13,3105.303,3128.442,3080.19,3128.093,4689595100
000300.SH,沪深300,2011/5/16,3120.436,3137.604,3098.776,3100.463,4519431900
000300.SH,沪深300,2011/5/17,3097.071,3136.231,3076.946,3116.028,5120373100
000300.SH,沪深300,2011/5/18,3109.294,3145.698,3106.552,3139.379,3964176800
000300.SH,沪深300,2011/5/19,3148.353,3154.935,3118.619,3120.639,4311078200
000300.SH,沪深300,2011/5/20,3120.579,3133.429,3113.271,3121.596,3846801200
000300.SH,沪深300,2011/5/23,3115.312,3115.312,3021.45,3022.98,5590247200
000300.SH,沪深300,2011/5/24,3013.715,3029.746,2999.885,3026.223,4160894400
000300.SH,沪深300,2011/5/25,3020.323,3030.988,2988.094,2990.343,3928970400
000300.SH,沪深300,2011/5/26,3011.466,3021.203,2977.596,2978.381,3700374700
000300.SH,沪深300,2011/5/27,2980.721,2996.605,2962.067,2963.308,4277090500
000300.SH,沪深300,2011/5/30,2956.575,2982.583,2942.361,2954.506,3467116000
000300.SH,沪深300,2011/5/31,2958.607,3001.727,2946.146,3001.556,3968939900
000300.SH,沪深300,2011/6/1,2996.085,3006.556,2985.711,3004.173,3841932700
000300.SH,沪深300,2011/6/2,2970.634,2984.491,2923.016,2955.705,5261786700
000300.SH,沪深300,2011/6/3,2951.579,2993.895,2951.201,2986.349,3907616400
000300.SH,沪深300,2011/6/7,2977.681,3006.569,2974.361,3004.262,3685233200
000300.SH,沪深300,2011/6/8,3003.581,3012.806,2965.923,3008.652,4290875800
000300.SH,沪深300,2011/6/9,3000.404,3004.06,2951.889,2951.889,4749663600
000300.SH,沪深300,2011/6/10,2947.927,2964.079,2925.868,2961.932,4220188200
000300.SH,沪深300,2011/6/13,2940.391,2957.523,2921.746,2950.348,3835166800
000300.SH,沪深300,2011/6/14,2947.655,3000.526,2943.531,2993.559,5598281500
000300.SH,沪深300,2011/6/15,2984.962,2999.15,2963.112,2963.119,4439085200
000300.SH,沪深300,2011/6/16,2939.681,2946.815,2915.401,2917.578,4113548200
000300.SH,沪深300,2011/6/17,2916.405,2934.061,2891.015,2892.157,4117653000
000300.SH,沪深300,2011/6/20,2888.935,2896.081,2862.408,2874.896,3799198200
000300.SH,沪深300,2011/6/21,2883.354,2909.572,2877.054,2909.073,4203892300
000300.SH,沪深300,2011/6/22,2913.666,2921.034,2894.178,2908.582,3731880200
000300.SH,沪深300,2011/6/23,2899.013,2966.54,2888.678,2957.629,4594111700
000300.SH,沪深300,2011/6/24,2946.609,3047.943,2944.051,3027.47,8545924000
000300.SH,沪深300,2011/6/27,3028.496,3056.023,3019.236,3036.491,6561577100
000300.SH,沪深300,2011/6/28,3040.183,3046.797,3013.996,3041.734,5576625400
000300.SH,沪深300,2011/6/29,3039.047,3043.815,2999.953,3000.169,5347684800
000300.SH,沪深300,2011/6/30,3003.23,3058.625,3003.23,3044.089,6250254900
000300.SH,沪深300,2011/7/1,3052.12,3071.206,3034.072,3049.745,5676665300
000300.SH,沪深300,2011/7/4,3064.935,3124.582,3064.935,3121.98,8046403100
000300.SH,沪深300,2011/7/5,3122.899,3128.529,3105.086,3122.5,6776333500
000300.SH,沪深300,2011/7/6,3116.121,3116.121,3084.834,3113.712,6155580700
000300.SH,沪深300,2011/7/7,3123.29,3140.102,3101.096,3101.68,7181036000
000300.SH,沪深300,2011/7/8,3105.486,3124.386,3093.374,3109.183,5128259300
000300.SH,沪深300,2011/7/11,3097.874,3120.998,3086.263,3113.206,4792066000
000300.SH,沪深300,2011/7/12,3089.136,3090.097,3054.8,3056.905,5710798400
000300.SH,沪深300,2011/7/13,3060.42,3108.497,3060.42,3106.247,5411436700
000300.SH,沪深300,2011/7/14,3112.587,3126.153,3092.473,3115.745,6031493500
000300.SH,沪深300,2011/7/15,3105.497,3130.775,3097.336,3128.889,6155032200
000300.SH,沪深300,2011/7/18,3131.803,3137.922,3113.667,3122.6,6069131100
000300.SH,沪深300,2011/7/19,3108.472,3109.916,3088.377,3095.125,5338870900
000300.SH,沪深300,2011/7/20,3113.705,3119.543,3071.85,3091.567,4411833100
000300.SH,沪深300,2011/7/21,3092.271,3099.278,3058.255,3059.139,4408469100
000300.SH,沪深300,2011/7/22,3066.192,3083.191,3059.598,3067.985,3725725500
000300.SH,沪深300,2011/7/25,3050.897,3050.897,2958.878,2968.289,6718099600
000300.SH,沪深300,2011/7/26,2965.721,2980.857,2957.61,2977.766,4351545700
000300.SH,沪深300,2011/7/27,2961.576,3002.691,2951.516,3000.052,4838561200
000300.SH,沪深300,2011/7/28,2973.642,2984.375,2956.71,2981.002,4813898400
000300.SH,沪深300,2011/7/29,2981.021,2995.974,2948.076,2972.079,4629825300
000300.SH,沪深300,2011/8/1,2969.106,2991.051,2958.832,2977.721,3388694900
000300.SH,沪深300,2011/8/2,2958.85,2958.85,2919.014,2956.383,3897835700
000300.SH,沪深300,2011/8/3,2930.193,2969.132,2927.096,2954.87,3866836200
000300.SH,沪深300,2011/8/4,2962.913,2983.012,2951.838,2960.309,3298571900
000300.SH,沪深300,2011/8/5,2881.737,2916.41,2868.157,2897.417,4931685400
000300.SH,沪深300,2011/8/8,2864.514,2888.769,2747.967,2793.897,7151776600
000300.SH,沪深300,2011/8/9,2720.953,2812.769,2697.062,2798.19,6984267600
000300.SH,沪深300,2011/8/10,2845.352,2858.553,2820.123,2824.12,5865931200
000300.SH,沪深300,2011/8/11,2779.715,2867.311,2777.761,2866.924,5899768900
000300.SH,沪深300,2011/8/12,2881.554,2894.224,2868.871,2875.365,5719740600
000300.SH,沪深300,2011/8/15,2883.174,2917.883,2870.19,2917.883,5987547600
000300.SH,沪深300,2011/8/16,2920.829,2932.14,2888.334,2897.581,5096268100
000300.SH,沪深300,2011/8/17,2893.849,2910.835,2881.631,2886.013,3917817900
000300.SH,沪深300,2011/8/18,2887.103,2889.997,2832.269,2834.254,4076888300
000300.SH,沪深300,2011/8/19,2789.346,2814.099,2782.556,2807.664,4325965000
000300.SH,沪深300,2011/8/22,2809.329,2829.687,2768.418,2777.787,3420968500
000300.SH,沪深300,2011/8/23,2788.699,2821.003,2777.287,2821.003,3262051400
000300.SH,沪深300,2011/8/24,2834.577,2845.47,2804.818,2810.016,3530156500
000300.SH,沪深300,2011/8/25,2818.701,2904.438,2815.912,2903.837,7221684500
000300.SH,沪深300,2011/8/26,2889.382,2907.398,2876.828,2901.216,4560410200
000300.SH,沪深300,2011/8/29,2875.784,2875.784,2847.476,2852.809,4426785000
000300.SH,沪深300,2011/8/30,2875.144,2901.733,2838.33,2841.74,4313787200
000300.SH,沪深300,2011/8/31,2843.993,2855.305,2823.77,2846.776,3210789900
000300.SH,沪深300,2011/9/1,2852.386,2869.249,2825.956,2834.535,3011870200
000300.SH,沪深300,2011/9/2,2828.839,2836.624,2790.769,2803.854,2931711600
000300.SH,沪深300,2011/9/5,2780.834,2780.834,2743.383,2743.817,3200566000
000300.SH,沪深300,2011/9/6,2727.749,2745.36,2711.071,2723.303,2971398200
000300.SH,沪深300,2011/9/7,2738.789,2779.205,2730.055,2779.09,3326538100
000300.SH,沪深300,2011/9/8,2788.832,2789.112,2755.799,2756.105,2683873500
000300.SH,沪深300,2011/9/9,2770.153,2796.352,2739.62,2751.095,2707350300
000300.SH,沪深300,2011/9/13,2712.443,2726.185,2698.66,2720.283,2671376400
000300.SH,沪深300,2011/9/14,2729.256,2736.905,2677.127,2733.108,3042478000
000300.SH,沪深300,2011/9/15,2734.552,2754.193,2728.905,2729.051,3117192500
000300.SH,沪深300,2011/9/16,2744.218,2755.889,2728.995,2733.987,2755593200
000300.SH,沪深300,2011/9/19,2718.318,2718.318,2678.795,2679.27,2909094100
000300.SH,沪深300,2011/9/20,2675.043,2702.28,2664.1,2689.845,2559868100
000300.SH,沪深300,2011/9/21,2691.701,2778.353,2677.349,2771.011,5619417100
000300.SH,沪深300,2011/9/22,2745.146,2754.917,2684.94,2685.688,4710266000
000300.SH,沪深300,2011/9/23,2644.294,2681.227,2631.425,2669.478,4259222400
000300.SH,沪深300,2011/9/26,2645.245,2679.56,2603.108,2610.919,3917512400
000300.SH,沪深300,2011/9/27,2634.925,2652.56,2613.423,2637.879,3502197400
000300.SH,沪深300,2011/9/28,2654.83,2660.099,2602.63,2610.59,3416955500
000300.SH,沪深300,2011/9/29,2593.559,2615.144,2577.286,2588.185,3709359300
000300.SH,沪深300,2011/9/30,2595.582,2607.566,2572.193,2581.351,3205082200
000300.SH,沪深300,2011/10/10,2588.349,2595.324,2552.284,2557.082,2832512200
000300.SH,沪深300,2011/10/11,2625.163,2635.694,2526.649,2551.994,4502984800
000300.SH,沪深300,2011/10/12,2537.398,2647.015,2523.344,2644.758,6594568000
000300.SH,沪深300,2011/10/13,2636.863,2672.91,2629.405,2662.601,6042620100
000300.SH,沪深300,2011/10/14,2655.358,2665.443,2629.879,2653.782,3833694800
000300.SH,沪深300,2011/10/17,2658.947,2687.102,2653.384,2666.951,3615831500
000300.SH,沪深300,2011/10/18,2646.841,2651.732,2589.205,2592.209,3937344800
000300.SH,沪深300,2011/10/19,2599.917,2617.411,2580.663,2583.081,3111616600
000300.SH,沪深300,2011/10/20,2566.603,2570.101,2500.486,2520.532,3984246200
000300.SH,沪深300,2011/10/21,2522.257,2538.117,2504.693,2507.877,2984350300
000300.SH,沪深300,2011/10/24,2517.059,2581.125,2501.956,2576.669,4634580100
000300.SH,沪深300,2011/10/25,2572.708,2633.968,2560.047,2625.425,5796737500
000300.SH,沪深300,2011/10/26,2613.272,2679.658,2611.012,2651.652,7309824000
000300.SH,沪深300,2011/10/27,2658.428,2672.84,2647.296,2657.478,4882039100
000300.SH,沪深300,2011/10/28,2694.542,2729.139,2689.376,2709.017,7164310500
000300.SH,沪深300,2011/10/31,2704.535,2709.317,2680.992,2695.307,5040711200
000300.SH,沪深300,2011/11/1,2672.508,2726.088,2669.05,2697.534,5520665100
000300.SH,沪深300,2011/11/2,2658.547,2742.938,2653.722,2742.39,6436158400
000300.SH,沪深300,2011/11/3,2752.627,2781.039,2743.196,2744.301,8482076000
000300.SH,沪深300,2011/11/4,2770.572,2781.99,2748.978,2763.746,6195821800
000300.SH,沪深300,2011/11/7,2750.991,2769.296,2733.168,2736.248,4537505600
000300.SH,沪深300,2011/11/8,2745.059,2756.091,2723.693,2727.71,4788425200
000300.SH,沪深300,2011/11/9,2739.154,2755.811,2710.054,2751.654,4687796000
000300.SH,沪深300,2011/11/10,2720.836,2729.572,2698.306,2699.588,5117370200
000300.SH,沪深300,2011/11/11,2705.243,2713.914,2685.101,2695.002,3663669600
000300.SH,沪深300,2011/11/14,2717.544,2751.88,2714.862,2750.195,4639094300
000300.SH,沪深300,2011/11/15,2746.773,2754.001,2732.913,2744.68,4175986400
000300.SH,沪深300,2011/11/16,2745.858,2746.29,2659.148,2670.116,5594923900
000300.SH,沪深300,2011/11/17,2671.953,2687.831,2660.651,2662.017,3524765200
000300.SH,沪深300,2011/11/18,2643.667,2646.209,2601.179,2606.495,4241471800
000300.SH,沪深300,2011/11/21,2608.556,2613.262,2587.742,2609.687,2797189600
000300.SH,沪深300,2011/11/22,2592.229,2611.15,2580.781,2609.475,2906907800
000300.SH,沪深300,2011/11/23,2613.291,2617.088,2578.157,2584.011,2853141200
000300.SH,沪深300,2011/11/24,2565.686,2604.236,2557.695,2588.915,3031960100
000300.SH,沪深300,2011/11/25,2585.137,2598.392,2563.65,2569.973,2391376600
000300.SH,沪深300,2011/11/28,2578.344,2589.354,2562.493,2573.321,2566693600
000300.SH,沪深300,2011/11/29,2595.086,2609.187,2580.293,2608.569,3002587800
000300.SH,沪深300,2011/11/30,2600.099,2601.9,2507.184,2521.52,4235264500
000300.SH,沪深300,2011/12/1,2596.153,2630.664,2577.722,2583.613,6352025200
000300.SH,沪深300,2011/12/2,2570.56,2575.692,2543.532,2557.311,3218370300
000300.SH,沪深300,2011/12/5,2561.2,2561.2,2517.179,2521.385,3206338800
000300.SH,沪深300,2011/12/6,2515.044,2525.666,2499.574,2516.341,2629758100
000300.SH,沪深300,2011/12/7,2517.341,2534.529,2509.777,2528.228,2326183900
000300.SH,沪深300,2011/12/8,2525.041,2549.101,2494.694,2525.001,2777774400
000300.SH,沪深300,2011/12/9,2506.624,2525.162,2496.972,2503.461,2402905900
000300.SH,沪深300,2011/12/12,2497.922,2502.046,2476.116,2477.692,2190124900
000300.SH,沪深300,2011/12/13,2467.016,2472.656,2418.673,2421.928,3571753400
000300.SH,沪深300,2011/12/14,2415.944,2433.55,2392.299,2397.48,2532010900
000300.SH,沪深300,2011/12/15,2382.441,2384.473,2340.447,2340.788,3675083400
000300.SH,沪深300,2011/12/16,2339.976,2390.378,2332.14,2390.129,3630233900
000300.SH,沪深300,2011/12/19,2370.418,2387.89,2321.657,2384.408,3790975200
000300.SH,沪深300,2011/12/20,2376.709,2412.572,2373.86,2377.073,3240232700
000300.SH,沪深300,2011/12/21,2397.275,2404.775,2337.693,2339.108,3120952500
000300.SH,沪深300,2011/12/22,2325.27,2358.468,2294.607,2341.335,3668385800
000300.SH,沪深300,2011/12/23,2337.382,2382.709,2331.958,2359.159,3316190400
000300.SH,沪深300,2011/12/26,2345.555,2369.818,2334.794,2335.702,2822408700
000300.SH,沪深300,2011/12/27,2332.826,2346.384,2302.411,2305.035,2927731400
000300.SH,沪深300,2011/12/28,2295.866,2309.645,2267.114,2307.928,3288202000
000300.SH,沪深300,2011/12/29,2297.288,2323.488,2293.872,2311.361,3088770000
000300.SH,沪深300,2011/12/30,2318.673,2349.029,2318.673,2345.742,3586524300
000300.SH,沪深300,2012/1/4,2361.499,2365.988,2298.298,2298.753,3434456700
000300.SH,沪深300,2012/1/5,2290.78,2316.657,2272.153,2276.385,4301648000
000300.SH,沪深300,2012/1/6,2274.352,2291.885,2254.567,2290.601,3519899200
000300.SH,沪深300,2012/1/9,2291.182,2368.889,2271.717,2368.57,5472734100
000300.SH,沪深300,2012/1/10,2365.768,2449.955,2361.281,2447.349,8115498900
000300.SH,沪深300,2012/1/11,2444.757,2453.146,2423.322,2435.608,5870567400
000300.SH,沪深300,2012/1/12,2426.82,2464.378,2423.321,2435.219,4712127500
000300.SH,沪深300,2012/1/13,2438.405,2445.787,2374.545,2394.334,4551399700
000300.SH,沪深300,2012/1/16,2376.953,2394.498,2345.633,2345.649,3052714500
000300.SH,沪深300,2012/1/17,2347.568,2462.429,2329.248,2460.601,6420564800
000300.SH,沪深300,2012/1/18,2464.92,2485.498,2414.527,2422.189,6389235800
000300.SH,沪深300,2012/1/19,2423.857,2480.206,2414.985,2468.35,5561572600
000300.SH,沪深300,2012/1/20,2476.73,2510.34,2462.594,2504.086,5452978300
000300.SH,沪深300,2012/1/30,2508.877,2508.877,2460.396,2460.72,4351714800
000300.SH,沪深300,2012/1/31,2462.338,2472.839,2447.768,2464.26,3070150100
000300.SH,沪深300,2012/2/1,2458.233,2481.664,2423.45,2428.994,3501537400
000300.SH,沪深300,2012/2/2,2437.47,2486.238,2429.709,2486.238,4206698500
000300.SH,沪深300,2012/2/3,2478.336,2514.645,2470.28,2506.09,4994924000
000300.SH,沪深300,2012/2/6,2511.172,2520.758,2488.709,2504.322,4507990500
000300.SH,沪深300,2012/2/7,2489.032,2489.032,2441.698,2457.954,3967916400
000300.SH,沪深300,2012/2/8,2456.422,2534.162,2450.999,2528.236,5618645600
000300.SH,沪深300,2012/2/9,2525.589,2546.025,2513.131,2529.231,5929975100
000300.SH,沪深300,2012/2/10,2521.676,2560.027,2521.155,2533.624,6157587700
000300.SH,沪深300,2012/2/13,2504.41,2553.446,2496.305,2531.981,5191397300
000300.SH,沪深300,2012/2/14,2528.967,2533.264,2506.537,2522.107,4043010100
000300.SH,沪深300,2012/2/15,2515.829,2562.071,2511.289,2549.607,5809037000
000300.SH,沪深300,2012/2/16,2544.641,2559.345,2519.043,2536.074,5439543100
000300.SH,沪深300,2012/2/17,2551.815,2558.345,2522.856,2537.086,3899471600
000300.SH,沪深300,2012/2/20,2571.907,2574.746,2539.904,2540.706,5615332900
000300.SH,沪深300,2012/2/21,2544.835,2562.909,2520.786,2562.453,4789480800
000300.SH,沪深300,2012/2/22,2564.315,2598.863,2560.343,2597.476,7637665600
000300.SH,沪深300,2012/2/23,2595.779,2614.537,2590.518,2606.256,7037712600
000300.SH,沪深300,2012/2/24,2607.339,2648.017,2602.776,2648.017,8599970800
000300.SH,沪深300,2012/2/27,2658.121,2693.843,2656.573,2656.573,10151403400
000300.SH,沪深300,2012/2/28,2652.342,2671.833,2641.459,2662.463,7759253600
000300.SH,沪深300,2012/2/29,2655.858,2666.647,2631.784,2634.143,5912020600
000300.SH,沪深300,2012/3/1,2622.737,2647.785,2621.858,2633.345,4214844100
000300.SH,沪深300,2012/3/2,2637.961,2679.934,2637.961,2679.934,6412203400
000300.SH,沪深300,2012/3/5,2687.74,2694.612,2660.955,2662.698,7139545800
000300.SH,沪深300,2012/3/6,2654.799,2657.963,2615.6,2621.052,6244714800
000300.SH,沪深300,2012/3/7,2596.479,2628.585,2594.128,2603.005,5694873300
000300.SH,沪深300,2012/3/8,2612.403,2645.953,2612.403,2635.791,5754941300
000300.SH,沪深300,2012/3/9,2644.1,2664.414,2631.406,2664.302,5525892100
000300.SH,沪深300,2012/3/12,2663.243,2666.432,2636.423,2654.402,6232721600
000300.SH,沪深300,2012/3/13,2653.681,2681.334,2649.169,2681.073,5840446900
000300.SH,沪深300,2012/3/14,2694.475,2705.754,2595.342,2605.106,10842654000
000300.SH,沪深300,2012/3/15,2602.661,2618.252,2575.437,2585.546,7256596000
000300.SH,沪深300,2012/3/16,2591.8,2624.316,2577.245,2623.52,5809125900
000300.SH,沪深300,2012/3/19,2617.662,2631.045,2598.63,2630.013,5764662500
000300.SH,沪深300,2012/3/20,2622.66,2622.66,2584.024,2584.445,5811406500
000300.SH,沪深300,2012/3/21,2597.375,2613.269,2569.075,2587.793,5800254400
000300.SH,沪深300,2012/3/22,2586.938,2599.244,2570.446,2583.747,4492677700
000300.SH,沪深300,2012/3/23,2575.327,2578.825,2544.525,2552.94,4332925600
000300.SH,沪深300,2012/3/26,2551.425,2562.929,2540.696,2555.442,3181621100
000300.SH,沪深300,2012/3/27,2565.551,2571.899,2544.373,2547.143,3594460400
000300.SH,沪深300,2012/3/28,2538.458,2540.417,2471.034,2474.9,5000579000
000300.SH,沪深300,2012/3/29,2463.688,2476.478,2429.732,2443.122,4613130400
000300.SH,沪深300,2012/3/30,2447.939,2461.977,2438.488,2454.899,3702708600
000300.SH,沪深300,2012/4/5,2449.208,2517.386,2441.269,2512.832,5433168700
000300.SH,沪深300,2012/4/6,2509.445,2525.534,2502.703,2519.83,4236857600
000300.SH,沪深300,2012/4/9,2510.533,2518.378,2491.592,2495.146,3537098600
000300.SH,沪深300,2012/4/10,2490.283,2519.812,2459.348,2519.788,4133590500
000300.SH,沪深300,2012/4/11,2494.517,2541.126,2489.325,2520.036,4251031000
000300.SH,沪深300,2012/4/12,2522.828,2570.842,2516.568,2570.436,5648840900
000300.SH,沪深300,2012/4/13,2575.052,2593.788,2570.035,2580.454,5309264300
000300.SH,沪深300,2012/4/16,2564.231,2586.198,2559.781,2574.044,4083970000
000300.SH,沪深300,2012/4/17,2572.364,2578.76,2541.535,2541.883,3781546700
000300.SH,沪深300,2012/4/18,2550.905,2602.106,2545.996,2599.908,5868840800
000300.SH,沪深300,2012/4/19,2598.329,2606.86,2585.301,2596.056,4644810900
000300.SH,沪深300,2012/4/20,2591.51,2627.375,2589.351,2626.839,6144637900
000300.SH,沪深300,2012/4/23,2624.751,2632.092,2599.112,2606.038,5866493800
000300.SH,沪深300,2012/4/24,2594.801,2640.295,2559.464,2604.866,7113955800
000300.SH,沪深300,2012/4/25,2598.228,2631.438,2593.327,2625.99,6246805300
000300.SH,沪深300,2012/4/26,2632.718,2643.768,2617.089,2631.487,5896566700
000300.SH,沪深300,2012/4/27,2630.549,2637.918,2623.598,2626.157,4823358600
000300.SH,沪深300,2012/5/2,2660.673,2697.949,2643.527,2683.487,8014865400
000300.SH,沪深300,2012/5/3,2679.517,2693.88,2675.811,2691.518,5936109000
000300.SH,沪深300,2012/5/4,2689.624,2716.033,2677.14,2715.879,6321808600
000300.SH,沪深300,2012/5/7,2699.447,2717.778,2694.321,2717.778,6854731400
000300.SH,沪深300,2012/5/8,2717.408,2717.825,2683.562,2709.116,6311084000
000300.SH,沪深300,2012/5/9,2685.187,2685.187,2655.322,2657.514,5840028300
000300.SH,沪深300,2012/5/10,2657.87,2667.675,2649.38,2657.214,4696257600
000300.SH,沪深300,2012/5/11,2652.313,2666.566,2636.523,2636.917,4100614300
000300.SH,沪深300,2012/5/14,2653.806,2656.284,2613.349,2615.534,5208248400
000300.SH,沪深300,2012/5/15,2597.644,2618.175,2591.598,2617.374,4576727100
000300.SH,沪深300,2012/5/16,2610.161,2612.625,2574.082,2574.647,4328027400
000300.SH,沪深300,2012/5/17,2577.961,2619.589,2571.201,2613.942,4372838900
000300.SH,沪深300,2012/5/18,2595.547,2603.191,2567.302,2573.976,4342212400
000300.SH,沪深300,2012/5/21,2572.369,2604.219,2563.973,2587.231,3860209000
000300.SH,沪深300,2012/5/22,2598.167,2627.602,2597.603,2627.525,4277352900
000300.SH,沪深300,2012/5/23,2621.786,2635.78,2598.29,2616.869,4371953100
000300.SH,沪深300,2012/5/24,2613.095,2630.414,2588.209,2595.26,4284406600
000300.SH,沪深300,2012/5/25,2595.261,2602.17,2565.647,2573.103,3927300400
000300.SH,沪深300,2012/5/28,2562.596,2614.849,2545.336,2614.689,5633927500
000300.SH,沪深300,2012/5/29,2615.145,2658.255,2612.564,2650.854,7213563700
000300.SH,沪深300,2012/5/30,2646.37,2655.163,2636.518,2642.258,5185543600
000300.SH,沪深300,2012/5/31,2623.158,2645.591,2617.228,2632.042,4410746900
000300.SH,沪深300,2012/6/1,2633.601,2653.857,2623.289,2632.998,4419105600
000300.SH,沪深300,2012/6/4,2598.733,2608.316,2558.92,2559.026,5247850200
000300.SH,沪深300,2012/6/5,2565.186,2573.887,2548.76,2558.842,3777991000
000300.SH,沪深300,2012/6/6,2564.226,2573.739,2547.334,2557.401,3385769400
000300.SH,沪深300,2012/6/7,2579.425,2584.039,2536.258,2542.184,3484118600
000300.SH,沪深300,2012/6/8,2558.843,2559.128,2520.409,2524.329,4385642600
000300.SH,沪深300,2012/6/11,2529.599,2565.429,2523.774,2558.265,4009826000
000300.SH,沪深300,2012/6/12,2543.765,2553.915,2529.951,2540.178,3793667600
000300.SH,沪深300,2012/6/13,2546.791,2581.115,2539.632,2580.636,4501456800
000300.SH,沪深300,2012/6/14,2573.329,2584.709,2558.565,2560.421,4024793400
000300.SH,沪深300,2012/6/15,2565.189,2580.17,2538.572,2568.054,4278607800
000300.SH,沪深300,2012/6/18,2576.629,2593.218,2572.987,2581.212,3569362800
